Satellite,Code,jd_tdb,x_km,y_km,z_km
Tethys,603,2460584.000000,293200.341649,-15057.421820,-24823.239452
Tethys,603,2460591.000000,-78626.094239,-249903.239327,135032.475067
Tethys,603,2460598.000000,-252309.007820,145187.001497,-45649.211054
Tethys,603,2460605.000000,210139.781395,174200.493833,-110947.402334
Tethys,603,2460612.000000,142581.339885,-236172.944845,103626.176319
Tethys,603,2460619.000000,-284608.761525,-51275.438737,56745.831408
Tethys,603,2460626.000000,5760.054807,262812.287507,-133052.332124
Tethys,603,2460633.000000,281589.146472,-85834.132571,12911.453098
Tethys,603,2460640.000000,-152700.818381,-218216.159962,126190.773122
Tethys,603,2460647.000000,-202085.265287,199447.160585,-78748.745214
Tethys,603,2460654.000000,258051.930796,114179.764230,-84819.771639
Tethys,603,2460661.000000,67379.101641,-259145.828242,123074.405655
Tethys,603,2460668.000000,-293254.970725,20692.254409,20493.287455
Tethys,603,2460675.000000,85488.528568,248286.727994,-133584.905817
Tethys,603,2460682.000000,248646.283843,-150256.266717,49437.855757
Tethys,603,2460689.000000,-215175.882347,-170152.086512,107676.192336
Tethys,603,2460696.000000,-136540.454180,238802.449475,-105593.305037
Tethys,603,2460703.000000,286387.420265,45545.622399,-52281.230896
Tethys,603,2460710.000000,-12878.985879,-262707.040129,132910.580575
Tethys,603,2460717.000000,-279712.137714,91131.125400,-17142.399617
Tethys,603,2460724.000000,158711.677606,215153.163647,-123789.886588
Tethys,603,2460731.000000,196882.662022,-203410.746115,81944.211409
Tethys,603,2460738.000000,-261390.769802,-109359.168147,80941.235807
Tethys,603,2460745.000000,-60647.400823,260254.904483,-124131.853283
Tethys,603,2460752.000000,293044.455869,-26452.891593,-15869.615530
Tethys,603,2460759.000000,-92176.433595,-246623.226351,132427.753034
Tethys,603,2460766.000000,-245011.832943,154754.065634,-53296.565779
Tethys,603,2460773.000000,219983.558685,165880.720734,-104429.969789
Tethys,603,2460780.000000,130245.308991,-241314.208120,107964.013871
Tethys,603,2460787.000000,-287929.859108,-40337.892185,48008.708602
Tethys,603,2460794.000000,19889.747180,262189.154005,-132965.610563
Tethys,603,2460801.000000,277580.631698,-96481.564432,21668.670735
Tethys,603,2460808.000000,-164632.198263,-212032.558995,121651.029491
Tethys,603,2460815.000000,-191763.543346,206801.073023,-85228.207172
Tethys,603,2460822.000000,264701.536230,104120.259553,-76967.128055
Tethys,603,2460829.000000,53735.727424,-261154.935752,125542.727946
Tethys,603,2460836.000000,-292732.715075,31810.469270,11346.103718
Tethys,603,2460843.000000,98996.855311,244423.770372,-131411.173963
Tethys,603,2460850.000000,241144.112037,-159328.865039,57497.361984
Tethys,603,2460857.000000,-224701.951014,-161503.346518,101384.971645
Tethys,603,2460864.000000,-123982.159662,243349.893016,-110498.372316
Tethys,603,2460871.000000,289410.283180,34517.150871,-43493.603185
Tethys,603,2460878.000000,-26889.435819,-261427.494515,133335.903150
Tethys,603,2460885.000000,-275362.759567,101565.865827,-26206.857435
Tethys,603,2460892.000000,170594.970435,208335.882140,-119600.188434
Tethys,603,2460899.000000,186465.189796,-210225.667418,88860.976022
Tethys,603,2460906.000000,-267757.822604,-98889.112377,73195.907026
Tethys,603,2460913.000000,-46807.357924,261627.450674,-127161.365458
Tethys,603,2460920.000000,292207.901474,-37579.976272,-6619.701394
Tethys,603,2460927.000000,-105484.300140,-242126.745046,130747.031920
Tethys,603,2460934.000000,-237165.057672,163596.724990,-61735.374059
Tethys,603,2460941.000000,229268.619958,156709.347751,-98463.548919
Tethys,603,2460948.000000,117681.005048,-245293.602001,113335.244458
Tethys,603,2460955.000000,-290564.782830,-29004.918854,39286.005949
Tethys,603,2460962.000000,33905.525655,260266.763765,-133939.113409
Tethys,603,2460969.000000,272958.944838,-106695.504847,30807.531873
Tethys,603,2460976.000000,-176133.554655,-204706.587080,117966.549968
Tethys,603,2460983.000000,-181044.855320,213249.308390,-92526.515087
Tethys,603,2460990.000000,270664.228851,93429.539737,-69612.108931
Tethys,603,2460997.000000,40013.746490,-261911.165404,129046.442687
Tethys,603,2461004.000000,-291483.927545,42952.183303,2214.236686
Tethys,603,2461011.000000,112103.482151,239353.627053,-130293.490785
Tethys,603,2461018.000000,233133.592580,-167734.807804,65981.795137
Tethys,603,2461025.000000,-233539.423424,-151955.248824,95942.146316
Tethys,603,2461032.000000,-111231.006071,246832.277198,-116242.843595
Tethys,603,2461039.000000,291680.028071,23181.514708,-35199.012922
Tethys,603,2461046.000000,-40733.768920,-258851.767078,134793.939638
Tethys,603,2461053.000000,-270383.448989,111662.362728,-35247.626376
Tethys,603,2461060.000000,181864.962942,200469.978678,-116482.473316
Tethys,603,2461067.000000,175680.334237,-216156.780339,96243.293417
Tethys,603,2461074.000000,-273347.617996,-87811.104978,66315.226902
Tethys,603,2461081.000000,-32978.123201,261819.705764,-131059.660544
Tethys,603,2461088.000000,290651.462379,-48748.943012,2171.083186
Tethys,603,2461095.000000,-118442.929636,-236352.923343,130115.411737
Tethys,603,2461102.000000,-228795.355805,171889.231790,-70214.949317
Tethys,603,2461109.000000,237872.550429,146617.123954,-93566.059768
Tethys,603,2461116.000000,104890.145270,-248258.426088,119244.653579
Tethys,603,2461123.000000,-292462.620643,-17169.110629,31349.409650
Tethys,603,2461130.000000,47762.987492,257094.324661,-135822.086278
Tethys,603,2461137.000000,267653.216997,-116837.251157,39602.693878
Tethys,603,2461144.000000,-187201.634006,-196139.606571,115346.890059
Tethys,603,2461151.000000,-169897.684615,219000.510670,-99961.550592
Tethys,603,2461158.000000,275914.963717,81904.897570,-63290.214540
Tethys,603,2461165.000000,26185.842801,-261580.355997,133181.277727
Tethys,603,2461172.000000,-289466.892634,54522.265157,-6240.905825
Tethys,603,2461179.000000,124882.753714,233047.447463,-130150.365253
Tethys,603,2461186.000000,224470.335573,-175923.143514,74224.511726
Tethys,603,2461193.000000,-241816.022790,-141262.262566,91588.083816
Tethys,603,2461200.000000,-98230.300512,249466.552443,-122205.995277
Tethys,603,2461207.000000,293177.144975,11185.562667,-27925.298904
Tethys,603,2461214.000000,-54480.634975,-255156.241037,136977.310174
Tethys,603,2461221.000000,-264656.039814,121894.878140,-43618.201539
Tethys,603,2461228.000000,192611.162899,191473.491381,-114431.019853
Tethys,603,2461235.000000,164377.337727,-221620.235395,103426.979930
Tethys,603,2461242.000000,-278203.071019,-75830.372015,60599.306827
Tethys,603,2461249.000000,-19170.692096,261075.161819,-135275.641872
Tethys,603,2461256.000000,288314.425147,-60300.367303,9912.005581
Tethys,603,2461263.000000,-131060.828358,-229474.648035,130308.762583
Tethys,603,2461270.000000,-219865.577491,179984.731397,-78005.851389
Tethys,603,2461277.000000,245819.799456,135506.709113,-89814.464475
Tethys,603,2461284.000000,91833.796280,-250534.395523,125004.207902
Tethys,603,2461291.000000,-293569.728900,-4762.040426,24689.305996
Tethys,603,2461298.000000,61388.548702,252956.228721,-138149.093289
Tethys,603,2461305.000000,261638.138928,-127107.458940,47339.812338
Tethys,603,2461312.000000,-197748.696613,-186503.296575,113652.077864
Tethys,603,2461319.000000,-158409.009562,224380.353178,-106774.626293
Tethys,603,2461326.000000,280433.450994,69428.392824,-58155.884125
Tethys,603,2461333.000000,12300.962873,-260441.724454,137267.943720
Tethys,603,2461340.000000,-286728.893857,66488.282992,-13396.246743
Tethys,603,2461347.000000,137332.067494,225719.721835,-130561.315700
Tethys,603,2461354.000000,215190.468460,-184109.611803,81476.754986
Tethys,603,2461361.000000,-249471.061359,-129533.671758,88248.241980
Tethys,603,2461368.000000,-84978.582223,251646.639692,-127676.792653
Tethys,603,2461375.000000,293864.840507,-1685.086648,-21868.939944
Tethys,603,2461382.000000,-68141.481990,-250584.223021,139241.651737
Tethys,603,2461389.000000,-258257.450692,132465.909602,-50742.431846
Tethys,603,2461396.000000,202868.842059,181448.664598,-113052.372386
Tethys,603,2461403.000000,152540.457892,-226977.875678,109711.458903
Tethys,603,2461410.000000,-282348.692793,-62902.551057,55999.067403
Tethys,603,2461417.000000,-5225.058530,259752.132585,-139107.438599
Tethys,603,2461424.000000,285158.912850,-72495.684149,16339.876942
Tethys,603,2461431.000000,-143376.857446,-221730.490965,130743.111740
Tethys,603,2461438.000000,-210339.647192,188244.720624,-84557.286085
Tethys,603,2461445.000000,253075.023134,123522.642505,-86922.920292
Tethys,603,2461452.000000,78417.135813,-252545.434614,129929.422187
Tethys,603,2461459.000000,-293917.743420,8392.814169,19290.334775
Tethys,603,2461466.000000,74877.988646,248150.961696,-140206.574729
Tethys,603,2461473.000000,254925.259904,-137739.213897,53650.068388
Tethys,603,2461480.000000,-207769.777010,-176086.559234,112388.329680
Tethys,603,2461487.000000,-146527.236137,229696.444985,-112333.776818
Tethys,603,2461494.000000,284183.417557,56273.992536,-54083.667750
Tethys,603,2461501.000000,-1650.144126,-258903.862230,140599.174746
Tethys,603,2461508.000000,-283256.068883,78985.022097,-19149.674458
Tethys,603,2461515.000000,149366.940357,217731.668293,-130867.856022
Tethys,603,2461522.000000,205374.321589,-192457.451150,87246.741929
Tethys,603,2461529.000000,-256465.700943,-117122.645341,85533.754043
Tethys,603,2461536.000000,-71577.842735,253636.818023,-131943.105190
Tethys,603,2461543.000000,293785.209551,-15171.203195,-16994.810436
Tethys,603,2461550.000000,-81622.208810,-245559.715552,140881.221365
Tethys,603,2461557.000000,-251165.983759,143456.797744,-56399.482797
Tethys,603,2461564.000000,212596.623289,170776.799685,-111746.960893
Tethys,603,2461571.000000,140294.468282,-232398.966291,114532.966662
Tethys,603,2461578.000000,-285775.366117,-49329.415903,52182.344783
Tethys,603,2461585.000000,8758.399463,258203.556511,-141854.907718
Tethys,603,2461592.000000,281187.811671,-85325.408194,21527.315926
Tethys,603,2461599.000000,-155388.357062,-213517.566117,130716.180199
Tethys,603,2461606.000000,-200142.708634,196866.379116,-89622.665386
Tethys,603,2461613.000000,259721.229124,110870.721246,-84261.233443
Tethys,603,2461620.000000,64707.029205,-254558.369223,133447.193629
Tethys,603,2461627.000000,-293491.956377,22139.506626,14828.916961
Tethys,603,2461634.000000,88332.850967,243080.605194,-141311.498478
Tethys,603,2461641.000000,247401.463651,-148871.309089,58592.990923
Tethys,603,2461648.000000,-217348.280077,-165222.610854,110849.068600
Tethys,603,2461655.000000,-134087.706370,235231.518992,-116352.915208
Tethys,603,2461662.000000,287193.480925,42567.645603,-50461.166658
Tethys,603,2461669.000000,-15702.205167,-257328.312490,142598.250619
Tethys,603,2461676.000000,-279015.687584,91892.619894,-23752.115896
Tethys,603,2461683.000000,161162.201717,209459.156515,-130360.807254
Tethys,603,2461690.000000,194934.887018,-201100.470656,91488.566760
Tethys,603,2461697.000000,-262861.528228,-104329.650668,82750.066507
Tethys,603,2461704.000000,-57898.799658,255702.903882,-134620.959683
Tethys,603,2461711.000000,292940.966782,-28985.531698,-12848.381792
Tethys,603,2461718.000000,-94962.424333,-240482.941828,141289.641208
Tethys,603,2461725.000000,-243421.317451,154671.290921,-60695.830271
Tethys,603,2461732.000000,221835.224339,159873.435474,-109810.589848
Tethys,603,2461739.000000,127658.433250,-238029.996491,117746.255930
Tethys,603,2461746.000000,-288475.454545,-35468.951398,48518.479621
Tethys,603,2461753.000000,22718.331606,256681.076160,-143032.853355
Tethys,603,2461760.000000,276522.563515,-98365.762538,25770.623022
Tethys,603,2461767.000000,-167068.818441,-205250.232062,129583.577484
Tethys,603,2461774.000000,-189401.325694,205661.011168,-93211.480515
Tethys,603,2461781.000000,265736.137800,98063.665711,-81178.965013
Tethys,603,2461788.000000,50707.798532,-256761.818915,135344.673461
Tethys,603,2461795.000000,-292274.999714,36099.133819,10733.727560
Tethys,603,2461802.000000,101610.450374,238045.799760,-140928.603401
Tethys,603,2461809.000000,239203.815151,-160248.050493,62473.101678
Tethys,603,2461816.000000,-226463.607966,-154323.627002,108356.383880
Tethys,603,2461823.000000,-121138.699690,240941.436931,-118831.195129
Tethys,603,2461830.000000,289523.012614,28723.544902,-46606.279633
Tethys,603,2461837.000000,-29974.306524,-255884.671460,142964.415400
Tethys,603,2461844.000000,-273998.405070,104947.582792,-27779.245837
Tethys,603,2461851.000000,172694.206027,201245.551944,-128477.490752
Tethys,603,2461858.000000,183842.840624,-209938.241763,94515.393799
Tethys,603,2461865.000000,-268671.829753,-91609.883851,79225.657406
Tethys,603,2461872.000000,-43816.733426,257902.118938,-135679.349420
Tethys,603,2461879.000000,291380.608810,-42874.137294,-8686.531502
Tethys,603,2461886.000000,-108274.779685,-235529.302944,140078.861207
Tethys,603,2461893.000000,-235009.252857,165894.063564,-64166.243963
Tethys,603,2461900.000000,230664.069863,149102.413225,-106645.329686
Tethys,603,2461907.000000,114569.631291,-243723.527303,119546.102989
Tethys,603,2461914.000000,-290541.413974,-21824.007581,44360.088716
Tethys,603,2461921.000000,36811.585952,255274.603458,-142530.789907
Tethys,603,2461928.000000,271163.266639,-111324.451016,29756.284355
Tethys,603,2461935.000000,-178417.420093,-197214.856505,126923.963749
Tethys,603,2461942.000000,-178195.657711,214341.622162,-95732.520521
Tethys,603,2461949.000000,271209.508473,85508.799208,-77056.042265
Tethys,603,2461956.000000,36566.520871,-258999.921135,135692.205532
Tethys,603,2461963.000000,-290408.532014,49745.959327,6373.094959
Tethys,603,2461970.000000,114735.539901,233199.087814,-138872.538027
Tethys,603,2461977.000000,230388.083069,-171438.524981,65850.230826
Tethys,603,2461984.000000,-235099.337627,-143767.561398,104464.222841
Tethys,603,2461991.000000,-107900.627471,246534.601921,-120080.469701
Tethys,603,2461998.000000,291236.561065,15238.770218,-41912.155829
Tethys,603,2462005.000000,-44225.141191,-254554.111336,141735.235873
Tethys,603,2462012.000000,-268302.424554,117661.740702,-31876.563791
Tethys,603,2462019.000000,183971.562311,193298.608860,-124969.641852
Tethys,603,2462026.000000,172184.084435,-218586.118152,96856.434824
Tethys,603,2462033.000000,-273938.921396,-79266.641035,74411.346840
Tethys,603,2462040.000000,-29510.157443,260037.593749,-135403.007811
Tethys,603,2462047.000000,289180.356583,-56358.016734,-3868.185597
Tethys,603,2462054.000000,-121578.335106,-230716.682108,137237.077936
Tethys,603,2462061.000000,-225936.992256,176751.003281,-67506.044779
Tethys,603,2462068.000000,239189.522380,138631.180668,-101904.196918
Tethys,603,2462075.000000,101005.653128,-249209.714333,120471.664560
Tethys,603,2462082.000000,-291996.402376,-8643.817564,39065.750940
Tethys,603,2462089.000000,51050.184844,253856.582670,-140598.491205
Tethys,603,2462096.000000,265197.512112,-123786.948908,34176.722238
Tethys,603,2462103.000000,-189610.931840,-189363.954467,122604.491849
Tethys,603,2462110.000000,-166479.198123,222602.384967,-97892.692387
Tethys,603,2462117.000000,276255.038070,73342.872574,-71445.245369
Tethys,603,2462124.000000,22187.486735,-261016.632718,134971.891264
Tethys,603,2462131.000000,-287947.031648,62754.328355,1100.799826
Tethys,603,2462138.000000,127796.888379,228422.197382,-135308.468018
Tethys,603,2462145.000000,221104.753054,-181991.637132,69393.764484
Tethys,603,2462152.000000,-243328.829529,-133585.282802,98970.176134
Tethys,603,2462159.000000,-94340.809967,251714.038986,-120768.035905
Tethys,603,2462166.000000,292404.273092,2334.232487,-35891.692216
Tethys,603,2462173.000000,-58369.217846,-253072.934375,139288.849709
Tethys,603,2462180.000000,-262106.482655,129610.488713,-36664.958075
Tethys,603,2462187.000000,194949.909162,185557.137308,-119920.895722
Tethys,603,2462194.000000,160214.721694,-226552.216578,99141.867880
Tethys,603,2462201.000000,-278676.385068,-67524.467822,68108.953724
Tethys,603,2462208.000000,-15017.260749,261799.001421,-134393.810210
Tethys,603,2462215.000000,286412.244774,-69061.663263,2080.836324
Tethys,603,2462222.000000,-134546.159660,-225916.414251,133103.930225
Tethys,603,2462229.000000,-216406.302879,186842.714229,-71378.538712
Tethys,603,2462236.000000,247293.956823,128519.440679,-95628.879381
Tethys,603,2462243.000000,87211.548340,-254046.980018,121167.453371
Tethys,603,2462250.000000,-292918.436802,3835.376644,32361.233564
Tethys,603,2462257.000000,65403.266755,252089.121672,-137768.935070
Tethys,603,2462264.000000,258703.926361,-135398.671747,39579.166213
Tethys,603,2462271.000000,-200453.954957,-181641.962754,116934.325199
Tethys,603,2462278.000000,-154327.252340,230076.116881,-100407.332846
Tethys,603,2462285.000000,280849.210479,61672.061354,-64326.641212
Tethys,603,2462292.000000,7661.744487,-262421.526673,133846.978225
Tethys,603,2462299.000000,-284944.276970,75024.963608,-5518.623419
Tethys,603,2462306.000000,140797.666728,223369.175851,-130701.917180
Tethys,603,2462313.000000,211396.891956,-191613.736392,73744.483062
Tethys,603,2462320.000000,-251155.164528,-123639.238988,92070.146759
Tethys,603,2462327.000000,-80545.586917,256045.993473,-121583.499078
Tethys,603,2462334.000000,293104.023004,-9929.825651,-28414.698195
Tethys,603,2462341.000000,-72448.911741,-251064.636656,136274.609909
Tethys,603,2462348.000000,-255394.644622,140665.941956,-42651.930194
Tethys,603,2462355.000000,205587.523054,177769.628388,-113763.918788
Tethys,603,2462362.000000,148044.587268,-233493.215883,102023.651317
Tethys,603,2462369.000000,-282901.997171,-56223.290382,60404.764971
Tethys,603,2462376.000000,-597.903931,262767.351088,-133326.507999
Tethys,603,2462383.000000,283166.837797,-80908.955657,9380.775968
Tethys,603,2462390.000000,-147188.481091,-220771.985172,128288.437825
Tethys,603,2462397.000000,-206485.064121,195868.358090,-76263.394689
Tethys,603,2462404.000000,254885.322617,118625.969251,-88222.780354
Tethys,603,2462411.000000,73457.336196,-257860.382928,122284.332642
Tethys,603,2462418.000000,-293279.860583,15611.479343,24315.381968
Tethys,603,2462425.000000,79483.054644,249676.614298,-134752.311325
Tethys,603,2462432.000000,251782.487731,-145941.806249,46201.329000
Tethys,603,2462439.000000,-210846.030261,-173768.205966,110492.788912
Tethys,603,2462446.000000,-141911.234690,236429.563394,-103792.951650
Tethys,603,2462453.000000,284854.667328,50428.726280,-56049.638678
Tethys,603,2462460.000000,-6703.538717,-262884.106387,133014.136890
Tethys,603,2462467.000000,-281411.629781,86431.271614,-13443.455091
Tethys,603,2462474.000000,153518.392602,217757.248554,-125769.997725
Tethys,603,2462481.000000,201336.906167,-200079.109028,79226.587814
Tethys,603,2462488.000000,-258506.126854,-113656.029009,84289.768648
Tethys,603,2462495.000000,-66570.150684,259259.491936,-123147.375271
Tethys,603,2462502.000000,293207.211241,-21593.150315,-19754.162134
Tethys,603,2462509.000000,-86348.001893,-248187.296473,133421.539244
Tethys,603,2462516.000000,-248206.187977,150773.329943,-49928.700895
Tethys,603,2462523.000000,215857.500698,169506.000629,-107131.454720
Tethys,603,2462530.000000,135634.403090,-239241.854461,105954.065616
Tethys,603,2462537.000000,-286583.566528,-45017.962454,51724.274059
Tethys,603,2462544.000000,13823.042011,262624.193037,-132864.009788
Tethys,603,2462551.000000,279383.198637,-91964.524805,17857.324703
Tethys,603,2462558.000000,-159496.360161,-214864.793205,123497.903754
Tethys,603,2462565.000000,-196206.509621,203804.885348,-82365.947868
Tethys,603,2462572.000000,261901.862698,108533.975770,-80277.815355
Tethys,603,2462579.000000,59617.192019,-260468.295225,124354.171748
Tethys,603,2462586.000000,-293014.934122,27015.205403,15277.984319
Tethys,603,2462593.000000,93223.074015,246266.347646,-132219.774196
Tethys,603,2462600.000000,244436.825362,-155496.006849,53968.195653
Tethys,603,2462607.000000,-220672.261071,-165353.240069,103984.976754
Tethys,603,2462614.000000,-129320.688483,241559.991642,-108302.609310
Tethys,603,2462621.000000,288199.258323,39348.194851,-47231.550761
Tethys,603,2462628.000000,-20967.999549,-262139.521160,133023.526810
Tethys,603,2462635.000000,-277287.404995,97119.281206,-22313.560678
Tethys,603,2462642.000000,165637.743226,211378.149155,-121257.092820
Tethys,603,2462649.000000,190957.206717,-207412.485272,85831.099063
Tethys,603,2462656.000000,-265177.299450,-103387.972841,76378.427531
Tethys,603,2462663.000000,-52611.426511,261186.548915,-125758.113012
Tethys,603,2462670.000000,292682.367240,-32857.922010,-10505.718498
Tethys,603,2462677.000000,-99981.597831,-244133.711614,131303.865814
Tethys,603,2462684.000000,-240519.347289,159965.828034,-58159.096833
Tethys,603,2462691.000000,225488.915570,160643.520463,-100837.744589
Tethys,603,2462698.000000,122997.205279,-243748.963505,110983.422043
Tethys,603,2462705.000000,-289586.197299,-33693.989534,42815.031285
Tethys,603,2462712.000000,28103.913155,261200.385769,-133393.276982
Tethys,603,2462719.000000,274980.188849,-102515.073990,27028.181096
Tethys,603,2462726.000000,-171410.515312,-207864.593445,119350.903890
Tethys,603,2462733.000000,-185524.592157,210709.908711,-89457.570795
Tethys,603,2462740.000000,268268.859396,97945.957518,-72553.828298
Tethys,603,2462747.000000,45728.529994,-261752.664663,127487.764561
Tethys,603,2462754.000000,-292068.073300,38398.724749,5902.309253
Tethys,603,2462761.000000,106680.709498,241624.610019,-130627.797721
Tethys,603,2462768.000000,236510.283769,-164338.775724,62472.218740
Tethys,603,2462775.000000,-229924.369215,-156047.730948,98070.363424
Tethys,603,2462782.000000,-116511.424356,245531.611978,-113806.846021
Tethys,603,2462789.000000,290810.715138,27990.873415,-38560.105965
Tethys,603,2462796.000000,-35011.986838,-260093.071489,134085.570157
Tethys,603,2462803.000000,-272492.873509,107502.509512,-31556.421195
Tethys,603,2462810.000000,177246.603282,203916.204845,-117657.665336
Tethys,603,2462817.000000,180171.273785,-213773.450502,93164.548458
Tethys,603,2462824.000000,-271115.132623,-92519.083315,69043.966336
Tethys,603,2462831.000000,-38690.514482,261873.332255,-129367.870235
Tethys,603,2462838.000000,291406.381018,-44039.439740,-1402.475137
Tethys,603,2462845.000000,-113188.873868,-238869.307912,130247.337188
Tethys,603,2462852.000000,-232297.292543,168495.515341,-66743.509691
Tethys,603,2462859.000000,234455.741039,150896.871762,-95443.703416
Dione,604,2459219.000000,-21718.339176,-332112.826903,176259.254353
Dione,604,2459226.000000,-112753.870550,324175.859147,-159006.211099
Dione,604,2459233.000000,232789.601044,-271008.492295,119441.087664
Dione,604,2459240.000000,-321926.107819,186524.598282,-66462.842185
Dione,604,2459247.000000,369986.292365,-73198.809788,2360.810953
Dione,604,2459254.000000,-370076.136753,-44277.323983,59245.751549
Dione,604,2459261.000000,321149.910309,161556.022360,-115975.268851
Dione,604,2459268.000000,-232522.220602,-252767.192934,155169.498390
Dione,604,2459275.000000,111507.286120,315450.818479,-176251.169830
Dione,604,2459282.000000,22138.539973,-333828.092271,172870.857848
Dione,604,2459289.000000,-153892.163945,311960.405535,-148573.444705
Dione,604,2459296.000000,265547.876264,-246405.625047,103327.496532
Dione,604,2459303.000000,-342453.090450,152797.293221,-46757.757600
Dione,604,2459310.000000,375128.437992,-34580.284546,-18405.463133
Dione,604,2459317.000000,-359777.935489,-82661.572005,78378.046260
Dione,604,2459324.000000,296104.916983,194631.032567,-130878.473609
Dione,604,2459331.000000,-196457.472872,-276531.285875,164108.867974
Dione,604,2459338.000000,68778.405181,326556.554619,-177896.324977
Dione,604,2459345.000000,65698.655995,-330994.270166,167121.337505
Dione,604,2459352.000000,-192930.141245,295456.880835,-136094.211164
Dione,604,2459359.000000,294763.610191,-218340.141706,85744.190098
Dione,604,2459366.000000,-358350.814365,116978.316308,-26410.721741
Dione,604,2459373.000000,375133.590828,4474.575756,-38893.432894
Dione,604,2459380.000000,-344515.781752,-119960.931758,96450.330056
Dione,604,2459387.000000,266990.550311,225126.584318,-144024.937390
Dione,604,2459394.000000,-157735.861854,-296512.557665,170798.935104
Dione,604,2459401.000000,25053.755273,333193.823234,-177096.581152
Dione,604,2459408.000000,108473.573340,-323634.552757,159072.703068
Dione,604,2459415.000000,-229347.829332,274957.815323,-121776.651893
Dione,604,2459422.000000,319903.758458,-187296.802960,67000.927607
Dione,604,2459429.000000,-369374.633318,79510.010618,-5680.948137
Dione,604,2459436.000000,370050.936855,43487.769570,-58855.742685
Dione,604,2459443.000000,-324554.633624,-155589.918989,113179.743252
Dione,604,2459450.000000,234166.500285,252592.098518,-155212.779535
Dione,604,2459457.000000,-116841.501645,-312484.851145,175168.629340
Dione,604,2459464.000000,-18931.740818,335299.562430,-173892.096292
Dione,604,2459471.000000,149738.067421,-311816.150501,148832.997966
Dione,604,2459478.000000,-262681.620423,250705.291958,-105794.147758
Dione,604,2459485.000000,340666.189384,-153735.494090,47369.617291
Dione,604,2459492.000000,-375321.614261,40984.210004,15101.393510
Dione,604,2459499.000000,359891.698325,81972.792804,-78037.931956
Dione,604,2459506.000000,-300210.226291,-189083.976473,128354.859334
Dione,604,2459513.000000,198219.792117,276546.664847,-164249.083181
Dione,604,2459520.000000,-74336.122384,-324157.926614,177123.434162
Dione,604,2459527.000000,-62663.890357,332853.030269,-168323.900746
Dione,604,2459534.000000,188878.542929,-295754.132720,136577.354979
Dione,604,2459541.000000,-292405.041929,223003.200655,-88359.425627
Dione,604,2459548.000000,356800.190934,-118030.672396,27072.224110
Dione,604,2459555.000000,-376158.693533,1974.936334,35631.554040
Dione,604,2459562.000000,344791.723225,119264.922346,-96105.403876
Dione,604,2459569.000000,-271733.968728,-220009.439955,141774.023373
Dione,604,2459576.000000,159595.036415,296736.994925,-171046.731450
Dione,604,2459583.000000,-30875.155072,-331353.564070,176635.837415
Dione,604,2459590.000000,-105599.633624,325826.277393,-160433.702990
Dione,604,2459597.000000,225465.997946,-275645.259044,122453.377505
Dione,604,2459604.000000,-318086.511448,192315.626429,-69760.943710
Dione,604,2459611.000000,367995.058933,-80704.937682,6414.956331
Dione,604,2459618.000000,-371863.624330,-37102.227268,55687.828239
Dione,604,2459625.000000,324999.621088,154909.736941,-112844.129572
Dione,604,2459632.000000,-239519.527893,-247899.826001,153231.241011
Dione,604,2459639.000000,118708.754924,312906.645002,-175512.323098
Dione,604,2459646.000000,12998.950527,-334037.435208,173742.365548
Dione,604,2459653.000000,-147029.711777,314352.427525,-150362.066143
Dione,604,2459660.000000,258990.633470,-251711.453259,106628.470949
Dione,604,2459667.000000,-339467.949724,159004.308836,-50213.221535
Dione,604,2459674.000000,374145.439999,-42309.791289,-14302.908025
Dione,604,2459681.000000,-362455.128215,-75713.556466,74993.856367
Dione,604,2459688.000000,300745.351636,188523.228248,-128076.617044
Dione,604,2459695.000000,-204107.731812,-272387.308339,162589.690463
Dione,604,2459702.000000,76234.126318,324765.874774,-177562.920820
Dione,604,2459709.000000,56749.834288,-332154.331159,168469.533381
Dione,604,2459716.000000,-186461.816638,298628.196589,-138261.995213
Dione,604,2459723.000000,288918.627795,-224354.762423,89366.972266
Dione,604,2459730.000000,-356229.724259,123471.083477,-29959.205848
Dione,604,2459737.000000,375212.932903,-3320.030559,-34829.439564
Dione,604,2459744.000000,-348137.631310,-113209.588621,93230.823960
Dione,604,2459751.000000,272362.313006,219532.289343,-141537.793752
Dione,604,2459758.000000,-165898.728489,-293173.487593,169733.963395
Dione,604,2459765.000000,32761.951048,332194.741054,-177196.344923
Dione,604,2459772.000000,99698.072959,-325687.273226,160876.825918
Dione,604,2459779.000000,-223413.848553,278798.407400,-124259.068543
Dione,604,2459786.000000,314885.127918,-193963.650306,70909.418976
Dione,604,2459793.000000,-368080.789043,86307.150519,-9337.871916
Dione,604,2459800.000000,371106.822309,35754.070550,-54888.384518
Dione,604,2459807.000000,-329087.733908,-149179.165049,110200.267665
Dione,604,2459814.000000,240285.080111,247497.105858,-153040.043974
Dione,604,2459821.000000,-125353.062575,-309938.391300,174542.491076
Dione,604,2459828.000000,-11236.673984,335109.693695,-174415.170670
Dione,604,2459835.000000,141231.800241,-314786.088646,151103.369614
Dione,604,2459842.000000,-257266.895888,255145.994707,-108561.823909
Dione,604,2459849.000000,336570.850106,-160856.091996,51453.389115
Dione,604,2459856.000000,-374935.689811,47967.880342,11405.502113
Dione,604,2459863.000000,361894.360687,74327.131325,-74180.792276
